name,monthly_temperature,pig_vaccinated,area,state_total_population,monthly_case_to_pop_ratio,high_risk_state,pop_density
Bihar,21.9,215297.0,94163,97228288.13900001,6.881606214420278e-07,0,1032.553
Bihar,17.32,215297.0,94163,97228288.13900001,6.881606214420278e-07,0,1032.553
Bihar,15.78,215297.0,94163,97228288.13900001,6.881606214420278e-07,1,1032.553
Bihar,19.75,215297.0,94163,97228288.13900001,6.881606214420278e-07,1,1032.553
Bihar,25.35,215297.0,94163,97228288.13900001,6.881606214420278e-07,1,1032.553
Bihar,30.04,215297.0,94163,97228288.13900001,6.881606214420278e-07,1,1032.553
Bihar,31.42,215297.0,94163,97228288.13900001,6.881606214420278e-07,1,1032.553
Bihar,31.01,215297.0,94163,97228288.13900001,6.881606214420278e-07,1,1032.553
Bihar,29.41,215297.0,94163,97228288.13900001,6.881606214420278e-07,1,1032.553
Bihar,29.23,215297.0,94163,97228288.13900001,6.881606214420278e-07,1,1032.553
Bihar,28.54,215297.0,94163,97228288.13900001,6.881606214420278e-07,1,1032.553
Bihar,26.38,215297.0,94163,97228288.13900001,6.881606214420278e-07,1,1032.553
Bihar,21.9,215297.0,94163,97228288.13900001,6.881606214420278e-07,1,1032.553
Bihar,17.32,215297.0,94163,97228288.13900001,6.881606214420278e-07,1,1032.553
Bihar,15.78,215297.0,94163,97228288.13900001,6.881606214420278e-07,1,1032.553
Bihar,19.75,215297.0,94163,97228288.13900001,6.881606214420278e-07,1,1032.553
Bihar,25.35,215297.0,94163,97228288.13900001,6.881606214420278e-07,1,1032.553
Bihar,30.04,215297.0,94163,97228288.13900001,6.881606214420278e-07,1,1032.553
Bihar,31.42,215297.0,94163,97228288.13900001,6.881606214420278e-07,1,1032.553
Bihar,31.01,215297.0,94163,97228288.13900001,6.881606214420278e-07,1,1032.553
Bihar,29.41,215297.0,94163,97228288.13900001,6.881606214420278e-07,1,1032.553
Bihar,29.23,215297.0,94163,97228288.13900001,6.881606214420278e-07,1,1032.553
Bihar,28.54,215297.0,94163,97228288.13900001,6.881606214420278e-07,1,1032.553
Bihar,26.38,215297.0,94163,97228288.13900001,6.881606214420278e-07,1,1032.553
Bihar,21.9,215297.0,94163,97228288.13900001,6.881606214420278e-07,1,1032.553
Bihar,17.32,215297.0,94163,97228288.13900001,6.881606214420278e-07,1,1032.553
Bihar,15.78,215297.0,94163,98632409.1298,6.881606214420278e-07,0,1047.4646
Bihar,19.75,215297.0,94163,98632409.1298,6.881606214420278e-07,0,1047.4646
Bihar,25.35,215297.0,94163,98632409.1298,6.881606214420278e-07,0,1047.4646
Bihar,30.04,215297.0,94163,98632409.1298,6.881606214420278e-07,0,1047.4646
Bihar,31.42,215297.0,94163,98632409.1298,6.881606214420278e-07,0,1047.4646
Bihar,31.01,215297.0,94163,98632409.1298,6.881606214420278e-07,0,1047.4646
Bihar,29.41,215297.0,94163,98632409.1298,6.881606214420278e-07,0,1047.4646
Bihar,29.23,215297.0,94163,98632409.1298,6.783640365047469e-07,1,1047.4646
Bihar,28.54,215297.0,94163,98632409.1298,6.881606214420278e-07,0,1047.4646
Bihar,26.38,215297.0,94163,98632409.1298,6.881606214420278e-07,0,1047.4646
Bihar,21.9,215297.0,94163,98632409.1298,6.783640365047469e-07,1,1047.4646
Bihar,17.32,215297.0,94163,98632409.1298,6.783640365047469e-07,1,1047.4646
Bihar,15.78,215297.0,94163,100036530.12060001,6.881606214420279e-07,0,1062.3762000000002
Bihar,19.75,215297.0,94163,100036530.12060001,6.881606214420279e-07,0,1062.3762000000002
Bihar,25.35,215297.0,94163,100036530.12060001,6.881606214420279e-07,0,1062.3762000000002
Bihar,30.04,215297.0,94163,100036530.12060001,6.881606214420279e-07,0,1062.3762000000002
Bihar,31.42,215297.0,94163,100036530.12060001,6.881606214420279e-07,0,1062.3762000000002
Bihar,31.01,215297.0,94163,100036530.12060001,6.881606214420279e-07,0,1062.3762000000002
Bihar,29.41,215297.0,94163,100036530.12060001,6.881606214420279e-07,0,1062.3762000000002
Bihar,29.23,215297.0,94163,100036530.12060001,6.881606214420279e-07,0,1062.3762000000002
Bihar,28.54,215297.0,94163,100036530.12060001,6.881606214420279e-07,0,1062.3762000000002
Bihar,26.38,215297.0,94163,100036530.12060001,6.881606214420279e-07,0,1062.3762000000002
Bihar,21.9,215297.0,94163,100036530.12060001,6.881606214420279e-07,0,1062.3762000000002
Bihar,17.32,215297.0,94163,100036530.12060001,6.881606214420279e-07,0,1062.3762000000002
Bihar,15.78,215297.0,94163,101440651.11140001,6.881606214420278e-07,0,1077.2878
Bihar,19.75,215297.0,94163,101440651.11140001,6.881606214420278e-07,0,1077.2878
Bihar,25.35,215297.0,94163,101440651.11140001,6.881606214420278e-07,0,1077.2878
Bihar,30.04,215297.0,94163,101440651.11140001,6.881606214420278e-07,0,1077.2878
Bihar,31.42,215297.0,94163,101440651.11140001,6.881606214420278e-07,0,1077.2878
Bihar,31.01,215297.0,94163,101440651.11140001,6.881606214420278e-07,0,1077.2878
Bihar,29.41,215297.0,94163,101440651.11140001,6.881606214420278e-07,0,1077.2878
Bihar,29.23,215297.0,94163,101440651.11140001,6.881606214420278e-07,0,1077.2878
Bihar,28.54,215297.0,94163,101440651.11140001,6.881606214420278e-07,0,1077.2878
Bihar,26.38,215297.0,94163,101440651.11140001,6.881606214420278e-07,0,1077.2878
Bihar,21.9,215297.0,94163,101440651.11140001,6.881606214420278e-07,0,1077.2878
Bihar,17.32,215297.0,94163,101440651.11140001,6.881606214420278e-07,0,1077.2878
Bihar,15.78,215297.0,94163,102844772.10220002,6.881606214420279e-07,0,1092.1994000000002
Bihar,19.75,215297.0,94163,102844772.10220002,6.881606214420279e-07,0,1092.1994000000002
Bihar,25.35,215297.0,94163,102844772.10220002,6.881606214420279e-07,0,1092.1994000000002
Bihar,30.04,215297.0,94163,102844772.10220002,6.881606214420279e-07,0,1092.1994000000002
Bihar,31.42,215297.0,94163,102844772.10220002,6.881606214420279e-07,0,1092.1994000000002
Bihar,31.01,215297.0,94163,102844772.10220002,6.881606214420279e-07,0,1092.1994000000002
Bihar,29.41,215297.0,94163,102844772.10220002,6.881606214420279e-07,0,1092.1994000000002
Bihar,29.23,215297.0,94163,102844772.10220002,6.505792936269971e-07,1,1092.1994000000002
Bihar,28.54,215297.0,94163,102844772.10220002,6.881606214420279e-07,0,1092.1994000000002
Bihar,26.38,215297.0,94163,102844772.10220002,6.881606214420279e-07,0,1092.1994000000002
Bihar,21.9,215297.0,94163,102844772.10220002,6.881606214420279e-07,0,1092.1994000000002
Bihar,17.32,215297.0,94163,102844772.10220002,6.881606214420279e-07,0,1092.1994000000002
Bihar,15.78,215297.0,94163,104248893.09300001,6.418166869914851e-07,1,1107.111
Bihar,19.75,215297.0,94163,104248893.09300001,6.881606214420278e-07,0,1107.111
Bihar,25.35,215297.0,94163,104248893.09300001,6.881606214420278e-07,0,1107.111
Bihar,30.04,215297.0,94163,104248893.09300001,6.881606214420278e-07,0,1107.111
Bihar,31.42,215297.0,94163,104248893.09300001,6.881606214420278e-07,0,1107.111
Bihar,31.01,215297.0,94163,104248893.09300001,6.881606214420278e-07,0,1107.111
Bihar,29.41,215297.0,94163,104248893.09300001,6.881606214420278e-07,0,1107.111
Bihar,29.23,215297.0,94163,104248893.09300001,6.881606214420278e-07,0,1107.111
Bihar,28.54,215297.0,94163,104248893.09300001,6.881606214420278e-07,0,1107.111
Bihar,26.38,215297.0,94163,104248893.09300001,6.881606214420278e-07,0,1107.111
Bihar,21.9,215297.0,94163,104248893.09300001,6.881606214420278e-07,0,1107.111
Bihar,17.32,215297.0,94163,104248893.09300001,6.881606214420278e-07,0,1107.111
Bihar,15.78,215297.0,94163,105653014.0838,6.881606214420277e-07,0,1122.0226
Bihar,19.75,215297.0,94163,105653014.0838,6.881606214420277e-07,0,1122.0226
Bihar,25.35,215297.0,94163,105653014.0838,6.881606214420277e-07,0,1122.0226
Bihar,30.04,215297.0,94163,105653014.0838,6.881606214420277e-07,0,1122.0226
Bihar,31.42,215297.0,94163,105653014.0838,6.881606214420277e-07,0,1122.0226
Bihar,31.01,215297.0,94163,105653014.0838,6.881606214420277e-07,0,1122.0226
Bihar,29.41,215297.0,94163,105653014.0838,6.881606214420277e-07,0,1122.0226
Bihar,29.23,215297.0,94163,105653014.0838,6.881606214420277e-07,0,1122.0226
Bihar,28.54,215297.0,94163,105653014.0838,6.881606214420277e-07,0,1122.0226
Bihar,26.38,215297.0,94163,105653014.0838,6.881606214420277e-07,0,1122.0226
Bihar,21.9,215297.0,94163,105653014.0838,6.881606214420277e-07,0,1122.0226
Bihar,17.32,215297.0,94163,105653014.0838,6.881606214420277e-07,0,1122.0226
Bihar,15.78,215297.0,94163,107057135.07460001,6.881606214420279e-07,0,1136.9342000000001
Bihar,19.75,215297.0,94163,107057135.07460001,6.881606214420279e-07,0,1136.9342000000001
Bihar,25.35,215297.0,94163,107057135.07460001,6.881606214420279e-07,0,1136.9342000000001
Bihar,30.04,215297.0,94163,107057135.07460001,6.881606214420279e-07,0,1136.9342000000001
Bihar,31.42,215297.0,94163,107057135.07460001,6.881606214420279e-07,0,1136.9342000000001
Bihar,31.01,215297.0,94163,107057135.07460001,6.881606214420279e-07,0,1136.9342000000001
Bihar,29.41,215297.0,94163,107057135.07460001,6.881606214420279e-07,0,1136.9342000000001
Bihar,29.23,215297.0,94163,107057135.07460001,6.881606214420279e-07,0,1136.9342000000001
Bihar,28.54,215297.0,94163,107057135.07460001,6.881606214420279e-07,0,1136.9342000000001
Bihar,26.38,215297.0,94163,107057135.07460001,6.881606214420279e-07,0,1136.9342000000001
Bihar,21.9,215297.0,94163,107057135.07460001,6.881606214420279e-07,0,1136.9342000000001
Bihar,17.32,215297.0,94163,107057135.07460001,6.881606214420279e-07,0,1136.9342000000001
Bihar,15.78,215297.0,94163,108461256.0654,6.881606214420278e-07,0,1151.8458
Bihar,19.75,215297.0,94163,108461256.0654,6.881606214420278e-07,0,1151.8458
Bihar,25.35,215297.0,94163,108461256.0654,6.881606214420278e-07,0,1151.8458
Bihar,30.04,215297.0,94163,108461256.0654,6.881606214420278e-07,0,1151.8458
Bihar,31.42,215297.0,94163,108461256.0654,6.881606214420278e-07,0,1151.8458
Bihar,31.01,215297.0,94163,108461256.0654,6.881606214420278e-07,0,1151.8458
Bihar,29.41,215297.0,94163,108461256.0654,6.881606214420278e-07,0,1151.8458
Bihar,29.23,215297.0,94163,108461256.0654,6.881606214420278e-07,0,1151.8458
Bihar,28.54,215297.0,94163,108461256.0654,6.881606214420278e-07,0,1151.8458
Bihar,26.38,215297.0,94163,108461256.0654,6.881606214420278e-07,0,1151.8458
Bihar,21.9,215297.0,94163,108461256.0654,6.881606214420278e-07,0,1151.8458
Bihar,17.32,215297.0,94163,108461256.0654,6.881606214420278e-07,0,1151.8458
Bihar,15.78,215297.0,94163,109865377.05620001,6.881606214420279e-07,0,1166.7574000000002
Bihar,19.75,215297.0,94163,109865377.05620001,6.881606214420279e-07,0,1166.7574000000002
Bihar,25.35,215297.0,94163,109865377.05620001,6.881606214420279e-07,0,1166.7574000000002
Bihar,30.04,215297.0,94163,109865377.05620001,6.090060488597116e-07,1,1166.7574000000002
Bihar,31.42,215297.0,94163,109865377.05620001,6.881606214420279e-07,0,1166.7574000000002
Bihar,31.01,215297.0,94163,109865377.05620001,6.881606214420279e-07,0,1166.7574000000002
Bihar,29.41,215297.0,94163,109865377.05620001,6.881606214420279e-07,0,1166.7574000000002
Bihar,29.23,215297.0,94163,109865377.05620001,6.881606214420279e-07,0,1166.7574000000002
Bihar,28.54,215297.0,94163,109865377.05620001,6.881606214420279e-07,0,1166.7574000000002
Bihar,26.38,215297.0,94163,109865377.05620001,6.881606214420279e-07,0,1166.7574000000002
Bihar,21.9,215297.0,94163,109865377.05620001,6.881606214420279e-07,0,1166.7574000000002
Bihar,17.32,215297.0,94163,109865377.05620001,6.881606214420279e-07,0,1166.7574000000002
Bihar,15.78,215297.0,94163,111269498.047,6.881606214420278e-07,0,1181.669
Bihar,19.75,215297.0,94163,111269498.047,6.881606214420278e-07,0,1181.669
Bihar,25.35,215297.0,94163,111269498.047,6.881606214420278e-07,0,1181.669
Bihar,30.04,215297.0,94163,111269498.047,6.881606214420278e-07,0,1181.669
Bihar,31.42,215297.0,94163,111269498.047,6.881606214420278e-07,0,1181.669
Bihar,31.01,215297.0,94163,111269498.047,6.881606214420278e-07,0,1181.669
Bihar,29.41,215297.0,94163,111269498.047,6.881606214420278e-07,0,1181.669
Bihar,29.23,215297.0,94163,111269498.047,6.881606214420278e-07,0,1181.669
Bihar,28.54,215297.0,94163,111269498.047,6.881606214420278e-07,0,1181.669
Bihar,26.38,215297.0,94163,111269498.047,6.881606214420278e-07,0,1181.669
Bihar,21.9,215297.0,94163,111269498.047,6.881606214420278e-07,0,1181.669
Bihar,17.32,215297.0,94163,111269498.047,6.881606214420278e-07,0,1181.669
Chandigarh,12.24,,114,27800.04,0.0005684146368144358,0,243.86
Chandigarh,15.86,,114,27800.04,0.0005684146368144358,0,243.86
Chandigarh,21.11,,114,27800.04,0.0005684146368144358,1,243.86
Chandigarh,27.57,,114,27800.04,0.0005684146368144358,0,243.86
Chandigarh,31.46,,114,27800.04,0.0005684146368144358,0,243.86
Chandigarh,31.68,,114,27800.04,0.0005684146368144358,0,243.86
Chandigarh,29.42,,114,27800.04,0.0005684146368144358,0,243.86
Chandigarh,28.51,,114,27800.04,0.0005684146368144358,0,243.86
Chandigarh,27.39,,114,27800.04,0.0005684146368144358,0,243.86
Chandigarh,24.08,,114,27800.04,0.0005684146368144358,0,243.86
Chandigarh,18.44,,114,27800.04,0.0005684146368144358,0,243.86
Chandigarh,13.63,,114,27800.04,0.0005684146368144358,0,243.86
Chandigarh,12.24,,114,27800.04,0.0005684146368144358,0,243.86
Chandigarh,15.86,,114,27800.04,0.0005684146368144358,0,243.86
Chandigarh,21.11,,114,27800.04,0.0005684146368144358,0,243.86
Chandigarh,27.57,,114,27800.04,0.0005684146368144358,0,243.86
Chandigarh,31.46,,114,27800.04,0.0005684146368144358,0,243.86
Chandigarh,31.68,,114,27800.04,0.0005684146368144358,0,243.86
Chandigarh,29.42,,114,27800.04,0.0005684146368144358,0,243.86
Chandigarh,28.51,,114,27800.04,0.0005684146368144358,0,243.86
Chandigarh,27.39,,114,27800.04,0.0005684146368144358,0,243.86
Chandigarh,24.08,,114,27800.04,0.0005684146368144358,0,243.86
Chandigarh,18.44,,114,27800.04,0.0005684146368144358,0,243.86
Chandigarh,13.63,,114,27800.04,0.0005684146368144358,0,243.86
Chandigarh,12.24,,114,27800.04,0.0005684146368144358,1,243.86
Chandigarh,15.86,,114,27800.04,0.0005684146368144358,1,243.86
Chandigarh,21.11,,114,27800.04,0.0005684146368144358,1,243.86
Chandigarh,27.57,,114,27800.04,0.0005684146368144358,1,243.86
Chandigarh,31.46,,114,27800.04,0.0005684146368144358,1,243.86
Chandigarh,31.68,,114,27800.04,0.0005684146368144358,1,243.86
Chandigarh,29.42,,114,27800.04,0.0005684146368144358,1,243.86
Chandigarh,28.51,,114,27800.04,0.0005684146368144358,1,243.86
Chandigarh,27.39,,114,27800.04,0.0005684146368144358,1,243.86
Chandigarh,24.08,,114,27800.04,0.0005684146368144358,1,243.86
Chandigarh,18.44,,114,27800.04,0.0005684146368144358,1,243.86
Chandigarh,13.63,,114,27800.04,0.0005684146368144358,1,243.86
Chandigarh,12.24,,114,27800.04,0.0005684146368144358,1,243.86
Chandigarh,15.86,,114,27800.04,0.0005684146368144358,1,243.86
Chandigarh,21.11,,114,27800.04,0.0005684146368144358,1,243.86
Chandigarh,27.57,,114,27800.04,0.0005684146368144358,1,243.86
Chandigarh,31.46,,114,27800.04,0.0005684146368144358,1,243.86
Chandigarh,31.68,,114,27800.04,0.0005684146368144358,1,243.86
Chandigarh,29.42,,114,27800.04,0.0005684146368144358,1,243.86
Chandigarh,28.51,,114,27800.04,0.0005684146368144358,1,243.86
Chandigarh,27.39,,114,27800.04,0.0005684146368144358,1,243.86
Chandigarh,24.08,,114,27800.04,0.0005684146368144358,1,243.86
Chandigarh,18.44,,114,27800.04,0.0005684146368144358,1,243.86
Chandigarh,13.63,,114,27800.04,0.0005684146368144358,1,243.86
Chandigarh,12.24,,114,28143.1116,0.0005684146368144357,0,246.8694
Chandigarh,15.86,,114,28143.1116,0.0005684146368144357,0,246.8694
Chandigarh,21.11,,114,28143.1116,0.0005684146368144357,0,246.8694
Chandigarh,27.57,,114,28143.1116,0.0005684146368144357,0,246.8694
Chandigarh,31.46,,114,28143.1116,0.0005684146368144357,0,246.8694
Chandigarh,31.68,,114,28143.1116,0.0005684146368144357,0,246.8694
Chandigarh,29.42,,114,28143.1116,0.0005614855196049745,1,246.8694
Chandigarh,28.51,,114,28143.1116,0.0005684146368144357,0,246.8694
Chandigarh,27.39,,114,28143.1116,0.0005684146368144357,0,246.8694
Chandigarh,24.08,,114,28143.1116,0.0005684146368144357,0,246.8694
Chandigarh,18.44,,114,28143.1116,0.0005684146368144357,0,246.8694
Chandigarh,13.63,,114,28143.1116,0.0005684146368144357,0,246.8694
Chandigarh,12.24,,114,28486.183200000003,0.0005684146368144357,0,249.87880000000004
Chandigarh,15.86,,114,28486.183200000003,0.0005684146368144357,0,249.87880000000004
Chandigarh,21.11,,114,28486.183200000003,0.0005684146368144357,0,249.87880000000004
Chandigarh,27.57,,114,28486.183200000003,0.0005684146368144357,0,249.87880000000004
Chandigarh,31.46,,114,28486.183200000003,0.0005684146368144357,0,249.87880000000004
Chandigarh,31.68,,114,28486.183200000003,0.0005684146368144357,0,249.87880000000004
Chandigarh,29.42,,114,28486.183200000003,0.0005684146368144357,0,249.87880000000004
Chandigarh,28.51,,114,28486.183200000003,0.0005684146368144357,0,249.87880000000004
Chandigarh,27.39,,114,28486.183200000003,0.0005684146368144357,0,249.87880000000004
Chandigarh,24.08,,114,28486.183200000003,0.0005684146368144357,0,249.87880000000004
Chandigarh,18.44,,114,28486.183200000003,0.0005684146368144357,0,249.87880000000004
Chandigarh,13.63,,114,28486.183200000003,0.0005547233031916605,1,249.87880000000004
Chandigarh,12.24,,114,28829.254800000002,0.0005684146368144357,0,252.8882
Chandigarh,15.86,,114,28829.254800000002,0.0005684146368144357,0,252.8882
Chandigarh,21.11,,114,28829.254800000002,0.0005481220291558415,1,252.8882
Chandigarh,27.57,,114,28829.254800000002,0.0005684146368144357,0,252.8882
Chandigarh,31.46,,114,28829.254800000002,0.0005684146368144357,0,252.8882
Chandigarh,31.68,,114,28829.254800000002,0.0005684146368144357,0,252.8882
Chandigarh,29.42,,114,28829.254800000002,0.0005684146368144357,0,252.8882
Chandigarh,28.51,,114,28829.254800000002,0.0005684146368144357,0,252.8882
Chandigarh,27.39,,114,28829.254800000002,0.0005684146368144357,0,252.8882
Chandigarh,24.08,,114,28829.254800000002,0.0005481220291558415,1,252.8882
Chandigarh,18.44,,114,28829.254800000002,0.0005684146368144357,0,252.8882
Chandigarh,13.63,,114,28829.254800000002,0.0005684146368144357,0,252.8882
Chandigarh,12.24,,114,29172.3264,0.0005684146368144357,0,255.8976
Chandigarh,15.86,,114,29172.3264,0.0005684146368144357,0,255.8976
Chandigarh,21.11,,114,29172.3264,0.000541676019366998,1,255.8976
Chandigarh,27.57,,114,29172.3264,0.0005684146368144357,0,255.8976
Chandigarh,31.46,,114,29172.3264,0.0005684146368144357,0,255.8976
Chandigarh,31.68,,114,29172.3264,0.0005684146368144357,0,255.8976
Chandigarh,29.42,,114,29172.3264,0.0005684146368144357,0,255.8976
Chandigarh,28.51,,114,29172.3264,0.000541676019366998,1,255.8976
Chandigarh,27.39,,114,29172.3264,0.0005684146368144357,0,255.8976
Chandigarh,24.08,,114,29172.3264,0.0005684146368144357,0,255.8976
Chandigarh,18.44,,114,29172.3264,0.0005684146368144357,0,255.8976
Chandigarh,13.63,,114,29172.3264,0.000541676019366998,1,255.8976
Chandigarh,12.24,,114,29515.398000000005,0.0005684146368144359,0,258.90700000000004
Chandigarh,15.86,,114,29515.398000000005,0.0005353798596931264,1,258.90700000000004
Chandigarh,21.11,,114,29515.398000000005,0.0005684146368144359,0,258.90700000000004
Chandigarh,27.57,,114,29515.398000000005,0.0005684146368144359,0,258.90700000000004
Chandigarh,31.46,,114,29515.398000000005,0.0005684146368144359,0,258.90700000000004
Chandigarh,31.68,,114,29515.398000000005,0.0005684146368144359,0,258.90700000000004
Chandigarh,29.42,,114,29515.398000000005,0.0005684146368144359,0,258.90700000000004
Chandigarh,28.51,,114,29515.398000000005,0.0005684146368144359,0,258.90700000000004
Chandigarh,27.39,,114,29515.398000000005,0.0005684146368144359,0,258.90700000000004
Chandigarh,24.08,,114,29515.398000000005,0.0005684146368144359,0,258.90700000000004
Chandigarh,18.44,,114,29515.398000000005,0.0005684146368144359,0,258.90700000000004
Chandigarh,13.63,,114,29515.398000000005,0.0005684146368144359,0,258.90700000000004
Chandigarh,12.24,,114,29858.4696,0.0005684146368144358,0,261.9164
Chandigarh,15.86,,114,29858.4696,0.0005684146368144358,0,261.9164
Chandigarh,21.11,,114,29858.4696,0.0005684146368144358,0,261.9164
Chandigarh,27.57,,114,29858.4696,0.0005684146368144358,0,261.9164
Chandigarh,31.46,,114,29858.4696,0.0005684146368144358,0,261.9164
Chandigarh,31.68,,114,29858.4696,0.0005684146368144358,0,261.9164
Chandigarh,29.42,,114,29858.4696,0.0005684146368144358,0,261.9164
Chandigarh,28.51,,114,29858.4696,0.0005684146368144358,0,261.9164
Chandigarh,27.39,,114,29858.4696,0.0005684146368144358,0,261.9164
Chandigarh,24.08,,114,29858.4696,0.0005684146368144358,0,261.9164
Chandigarh,18.44,,114,29858.4696,0.0005684146368144358,0,261.9164
Chandigarh,13.63,,114,29858.4696,0.0005684146368144358,0,261.9164
Chandigarh,12.24,,114,30201.5412,0.0005684146368144357,0,264.9258
Chandigarh,15.86,,114,30201.5412,0.0005684146368144357,0,264.9258
Chandigarh,21.11,,114,30201.5412,0.0005684146368144357,0,264.9258
Chandigarh,27.57,,114,30201.5412,0.0005232166641888722,1,264.9258
Chandigarh,31.46,,114,30201.5412,0.0005684146368144357,0,264.9258
Chandigarh,31.68,,114,30201.5412,0.0005684146368144357,0,264.9258
Chandigarh,29.42,,114,30201.5412,0.0005684146368144357,0,264.9258
Chandigarh,28.51,,114,30201.5412,0.0005684146368144357,0,264.9258
Chandigarh,27.39,,114,30201.5412,0.0005684146368144357,0,264.9258
Chandigarh,24.08,,114,30201.5412,0.0005684146368144357,0,264.9258
Chandigarh,18.44,,114,30201.5412,0.0005684146368144357,0,264.9258
Chandigarh,13.63,,114,30201.5412,0.0005232166641888722,1,264.9258
Chandigarh,12.24,,114,30544.612800000003,0.0005684146368144357,0,267.9352
Chandigarh,15.86,,114,30544.612800000003,0.0005684146368144357,0,267.9352
Chandigarh,21.11,,114,30544.612800000003,0.0005684146368144357,0,267.9352
Chandigarh,27.57,,114,30544.612800000003,0.0005684146368144357,0,267.9352
Chandigarh,31.46,,114,30544.612800000003,0.0005684146368144357,0,267.9352
Chandigarh,31.68,,114,30544.612800000003,0.0005684146368144357,0,267.9352
Chandigarh,29.42,,114,30544.612800000003,0.0005684146368144357,0,267.9352
Chandigarh,28.51,,114,30544.612800000003,0.0005684146368144357,0,267.9352
Chandigarh,27.39,,114,30544.612800000003,0.0005684146368144357,0,267.9352
Chandigarh,24.08,,114,30544.612800000003,0.0005684146368144357,0,267.9352
Chandigarh,18.44,,114,30544.612800000003,0.0005684146368144357,0,267.9352
Chandigarh,13.63,,114,30544.612800000003,0.0005684146368144357,0,267.9352
Chandigarh,12.24,,114,30887.684400000006,0.0005684146368144357,0,270.94460000000004
Chandigarh,15.86,,114,30887.684400000006,0.0005684146368144357,0,270.94460000000004
Chandigarh,21.11,,114,30887.684400000006,0.0005684146368144357,0,270.94460000000004
Chandigarh,27.57,,114,30887.684400000006,0.0005684146368144357,0,270.94460000000004
Chandigarh,31.46,,114,30887.684400000006,0.0005684146368144357,0,270.94460000000004
Chandigarh,31.68,,114,30887.684400000006,0.0005684146368144357,0,270.94460000000004
Chandigarh,29.42,,114,30887.684400000006,0.0005684146368144357,0,270.94460000000004
Chandigarh,28.51,,114,30887.684400000006,0.0005684146368144357,0,270.94460000000004
Chandigarh,27.39,,114,30887.684400000006,0.0005684146368144357,0,270.94460000000004
Chandigarh,24.08,,114,30887.684400000006,0.0005684146368144357,0,270.94460000000004
Chandigarh,18.44,,114,30887.684400000006,0.0005684146368144357,0,270.94460000000004
Chandigarh,13.63,,114,30887.684400000006,0.0005684146368144357,0,270.94460000000004
Chandigarh,12.24,,114,31230.756,0.0005684146368144357,0,273.954
Chandigarh,15.86,,114,31230.756,0.0005684146368144357,0,273.954
Chandigarh,21.11,,114,31230.756,0.0005059739713001755,1,273.954
Chandigarh,27.57,,114,31230.756,0.0005684146368144357,0,273.954
Chandigarh,31.46,,114,31230.756,0.0005684146368144357,0,273.954
Chandigarh,31.68,,114,31230.756,0.0005684146368144357,0,273.954
Chandigarh,29.42,,114,31230.756,0.0005684146368144357,0,273.954
Chandigarh,28.51,,114,31230.756,0.0005059739713001755,1,273.954
Chandigarh,27.39,,114,31230.756,0.0005684146368144357,0,273.954
Chandigarh,24.08,,114,31230.756,0.0005684146368144357,0,273.954
Chandigarh,18.44,,114,31230.756,0.0005684146368144357,0,273.954
Chandigarh,13.63,,114,31230.756,0.0005684146368144357,0,273.954
Chhattisgarh,19.22,348341.0,135191,28150821.93,4.793164382011056e-07,0,208.23
Chhattisgarh,22.63,348341.0,135191,28150821.93,4.793164382011056e-07,0,208.23
Chhattisgarh,27.01,348341.0,135191,28150821.93,4.793164382011056e-07,0,208.23
Chhattisgarh,30.81,348341.0,135191,28150821.93,4.793164382011056e-07,0,208.23
Chhattisgarh,32.94,348341.0,135191,28150821.93,4.793164382011056e-07,0,208.23
Chhattisgarh,29.8,348341.0,135191,28150821.93,4.793164382011056e-07,0,208.23
Chhattisgarh,26.56,348341.0,135191,28150821.93,4.793164382011056e-07,0,208.23
Chhattisgarh,26.09,348341.0,135191,28150821.93,4.793164382011056e-07,0,208.23
Chhattisgarh,26.38,348341.0,135191,28150821.93,4.793164382011056e-07,0,208.23
Chhattisgarh,25.16,348341.0,135191,28150821.93,4.793164382011056e-07,0,208.23
Chhattisgarh,22.03,348341.0,135191,28150821.93,4.793164382011056e-07,0,208.23
Chhattisgarh,19.14,348341.0,135191,28150821.93,4.793164382011056e-07,0,208.23
Chhattisgarh,19.22,348341.0,135191,28150821.93,4.793164382011056e-07,0,208.23
Chhattisgarh,22.63,348341.0,135191,28150821.93,4.793164382011056e-07,0,208.23
Chhattisgarh,27.01,348341.0,135191,28150821.93,4.793164382011056e-07,0,208.23
Chhattisgarh,30.81,348341.0,135191,28150821.93,4.793164382011056e-07,0,208.23
Chhattisgarh,32.94,348341.0,135191,28150821.93,4.793164382011056e-07,0,208.23
Chhattisgarh,29.8,348341.0,135191,28150821.93,4.793164382011056e-07,0,208.23
Chhattisgarh,26.56,348341.0,135191,28150821.93,4.793164382011056e-07,0,208.23
Chhattisgarh,26.09,348341.0,135191,28150821.93,4.793164382011056e-07,0,208.23
Chhattisgarh,26.38,348341.0,135191,28150821.93,4.793164382011056e-07,0,208.23
Chhattisgarh,25.16,348341.0,135191,28150821.93,4.793164382011056e-07,0,208.23
Chhattisgarh,22.03,348341.0,135191,28150821.93,4.793164382011056e-07,0,208.23
Chhattisgarh,19.14,348341.0,135191,28150821.93,4.793164382011056e-07,0,208.23
Chhattisgarh,19.22,348341.0,135191,28150821.93,4.793164382011056e-07,1,208.23
Chhattisgarh,22.63,348341.0,135191,28150821.93,4.793164382011056e-07,1,208.23
